56089052,15496188
96822512,12355538
97734018,16794248
63257704,11700378
74869960,17161838
99819225,16168388
22331481,14628768
82975478,79779784
71084218,78924684
49594841,15101748
27446083,12963938
57095994,63669984
66155299,69794584
46035321,11649598
98028170,23399208
41589070,10488088
29542929,57984484
34735475,18842338
42237992,12546758
84624322,13002528
98205138,25447318
99584868,35938258
42365185,23774048
39196216,67379584
53843527,22086298
64220153,15661788
21080966,51424384
19711356,15284218
39032883,65218784
64820733,13592058
68708759,10588188
68893911,69956384
67247329,16007628
22144292,17968258
74446180,12582688
86164997,15543938
29003252,12616008
49603587,18779818
70883915,97796284
98455532,14944698
39111028,15371238
35576489,23316468
99361711,26850638
40883440,99889384
12045247,10340878
66595323,72991284
53026061,26226858
74645903,17037038
75070873,12331808
65196533,11641958
92995442,10282058
65931710,13546738
21893193,17931918
21174169,10520398
19763849,12677738
56504182,17546638
64457327,17367978
68537802,83851684
19414176,23859468
20649807,12048328
88738259,13066168
12620124,18718648
53942594,29994048
16263484,64233984
80886081,18619488
58552171,26158768
89848664,30671798
54011006,11510268
71589140,74623284
21863172,82201284
22585817,18571968
79939340,16704678
63851559,16604898
43782458,22076858
55513294,19334848
72628648,12092978
10223157,12044848
11481744,16882148
37150968,14504698
87248203,12097338
21194091,17777058
46435062,15640178
44640482,88952684
73836349,22454398
71825290,62935684
12777048,28595288
57000718,75719184
56073160,23049358
12380442,13821678
27941997,15868608
31707670,20311898
60465449,71852684
40189410,14092698
60234107,13120858
19717273,16674208
36490904,20953618
81633893,27415038
93098226,13448148
59997357,68797584
53493075,98062984
76746658,79567484
99015053,16512448
13056763,18051238
63207700,18570908
52610715,20716378
23056101,65037084
12080151,20526808
78110733,93968084
65660874,15202748
47135200,50299984
56281025,14943498
62975582,60509884
41386833,19814468
32165972,19467578
99455714,52584284
52303197,15793568
67979641,18381098
80106244,14648398
44438193,10612498
78109033,23194498
11551453,24163448
43775503,12495458
51630563,22302488
53647142,54127084
90155501,25723658
62120367,26808828
49749930,19434708
13617452,21882518
34065184,19579198
29022390,93869584
90994753,87590684
17124930,85188484
51484386,15860988
83657892,17283388
20501544,74125584
22179037,16938828
43378298,14560188
81432780,16836628
31225633,10062558
58769189,15050458
10696897,73017384
78889983,17599588
90412284,12988238
65245241,17391478
71660971,11991918
68732087,19866778
29078615,12640508
18023437,19817508
60778391,10543398
67414075,10140818
68511261,15928538
11527648,84638484
58660033,79223584
81888323,21824168
51941622,28637118
42971154,10636538
57384489,16835808
59409619,11758268
73052198,98907184
90490347,31246128
73306169,31245958
98462697,14695808
54045548,22029628
46638484,25994988
56140445,12509848
49156094,13351138
21491196,26269268
57728940,12078828
21664427,12698618
87276677,28003798
18924898,20230878
86546859,25707808
58880611,17973848
85669002,18752558
77412135,25468798
32661468,17569248
53363217,18307518
86385321,10862698
81986170,77162884
31423414,22384368
43041751,12182608
41726492,91899384
52839059,22036728
66651108,85496984
60511127,67948684
89467104,16896298
58464896,11530528
69596061,95658184
41716269,90600884
77530389,22659738
64794546,27846528
83968678,11895778
18380581,57243584
40735285,13249548
85463018,99085784
12234198,20440798
34844434,11458648
53773800,15537468
19104796,23825148
32504876,96088984
57240891,20342688
71349673,18883218
96359008,29235898
73501713,31072248
58489176,10194238
81964400,92980384
52647036,15776128
72991029,18679018
14476187,18024378
29280153,66037784
89607935,20755058
70999167,15427108
77423447,94784084
51628784,20842118
57448595,83671584
41579677,15812208
55623637,71294484
87394438,11699668
86127355,92310584
66673339,99248084
90691197,14283588
51895133,10629458
26012671,19845008
44134037,19132718
32482130,21530078
34956218,13749798
78166277,14711928
28145325,14963008
10205984,86925784
75177937,13479798
97817032,15473538
99589416,66795284
77280525,17914078
59481294,18528748
74182522,20842928
71692076,64370984
45367482,14535338
79337345,13316298
18161932,11847588
78546725,21018888
46820067,13054788
85473865,27761908
65119874,22754508
22436115,12434438
87922452,12223738
93795378,13250818
16545231,22342988
66751796,20301788
83286688,83907784
53883341,18163788
56610559,13592328
47449995,63008284
67646443,75933484
52431455,88667684
41813677,10224808
15345757,19559248
55337002,84905784
62224971,92221884
51019582,18621258
33532958,84172884
13798122,98755784
34501711,17557958
72785044,17903978
39298249,13468698
31463120,24843688
90018518,64784684
93718641,22957688
27942152,17165008
77446261,23291948
85756517,17756038
96212193,11262558
76286291,19327108
79232506,12288468
17580630,91171484
29853272,11418708
15217332,14175478
86775258,64268884
13576555,31962758
56211583,10279018
38686750,99641784
28410986,27254508
21414481,23790658
44858635,79382184
56322642,14785908
28567377,12786518
60367037,23301458
41942972,81344084
34849070,20379768
27667617,15786258
68836764,85185584
26355074,93525584
83142509,17424968
38317762,12164478
84628973,45531384
74748602,16278318
22318356,88172884
22688820,22794218
35821624,98202884
90972994,27692448
97903933,30665368
10076737,57772884
88603078,20340038
89305534,82232884
97530170,15687488
57671146,54032784
80324267,18702198
68217487,11570918
60065813,98839384
32578182,11956668
36596345,12530828
28570497,14780858
51760447,16421008
16013388,17315408
22332831,18064438
15121971,81686784
92383640,20087938
89643074,16400158
26462402,10633828
20730871,17162378
71096082,17983428
58075546,81891984
68869571,70949984
10274535,65063584
18609496,14310088
69401443,11641588
23069683,19482268
47968528,21186978
94603532,24444468
42832026,17762958
17534915,20834318
92528510,12140988
60953633,25155438
22603560,15696578
58307648,15132718
38610013,25034078
39807907,11374618
32108945,13230198
47328464,22184418
98651495,11462508
48243109,12427178
92149548,15540898
81877157,13626198
12270887,10275558
91071270,10204988
50266267,19773658
74594626,61040684
77129121,23346128
25984930,68234684
79507002,11547218
82364961,13325548
32675281,60452684
96226417,29536068
25090753,17794908
29876912,77619484
49828387,25296918
41207165,11114528
88328542,22765948
80696038,12472518
38128726,10610018
44601463,86659884
42355739,94314084
73613954,10845198
27233786,12681738
25043267,16662758
44067833,67401584
67616863,75854284
39156886,95430884
57705738,97889684
83722817,85596284
75314062,67848784
70274694,20614918
52314609,24296998
27810906,15746228
72487760,14638718
78946532,70199384
76198387,28476878
66598683,14854368
19203263,75688584
68343228,18497728
94806816,15883128
45940561,22748418
31983597,11570878
25096529,94639784
60467064,74940984
84859632,20785308
96302092,81232284
45862879,11495388
92726647,13892248
18479261,19605888
97402846,19395058
51479364,14633818
51412906,66151484
19199738,14905868
64050031,10104978
15887370,21931268
28535593,17829328
64643371,13813168
87227618,33536808
57003437,15109778
82649403,25731678
45437739,18492578
29423382,21138558
42262112,19657688
14192940,67522384
22090266,16720908
80360670,18567928
78415510,16708828
52602992,76868584
50930378,24402208
73629998,20864068
74608480,97991284
79125278,22996558
22352809,16752658
43321909,82440384
98660900,17965558
20372141,17209478
58517424,13148868
66766720,26584108
40183633,16518938
47765740,19962758
31753983,16069138
46430238,16178198
49226477,89328584
86319969,10018918
33834697,11412338
28861787,50643484
43114871,70047884
63760873,13664568
66600389,16583088
60410939,10479708
21555016,58282884
79371064,17454248
62199825,18123048
85693824,30792398
59369077,29801718
26517178,10977848
89721484,10538728
20903589,19366208
48376798,59379884
14498961,16301948
27886581,79231584
93259886,14459678
51796268,17919208
44849261,21708058
32794366,12549208
72354084,10879748
39060097,28477728
75877827,88235184
65389130,16852248
95515227,17033048
70018167,18083628
97876649,11740918
57043984,19430908
19237697,85964084
60895419,10262728
99007499,14522988
80196904,13681858
55942141,69479784
80358241,12672638
93228477,48314484
47245799,13009138
24654637,53898484
86002601,57523084
90519437,28524238
62074982,26473098
95237415,16723188
26925453,93592684
36658984,13080978
83952830,17428698
82143722,18336868
30650656,10547328
47613835,88723084
28389922,14829758
35684672,76662684
29879158,11209078
38494095,52523684
94633968,62989884
14377215,65412084
63525603,19111998
61480611,20714458
89801689,15187678
67237042,59363384
98371742,21777418
71085160,25983888
90392770,15841598
23678366,13121548
32327079,18041478
52962128,18134118
34798404,27295018
60361577,24292218
46320273,25600308
43779342,46243184
40545346,68118584
55148319,26170968
67253161,34100158
13231944,17629798
17257285,17205938
61276830,13583928
82774278,82209084
37556949,11812088
